Order Sequence,Access Entity,CB Profile,Campaign,,,,,,,,,,,,,,,,,Maintenance Type,Agent,,,,,,,,,,,,,,,,,,,Description
121,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_8,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
122,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_9,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
123,Promo Product Maintenance,CARE,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
124,Promo Product Maintenance,CUSTOMER_CARE,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
125,Promo Product Maintenance,GW8_CUSTOMER_CARE,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
126,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
127,Promo Product Maintenance,GW8_CUSTOMER_CARE_10,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
128,Promo Product Maintenance,GW8_CUSTOMER_CARE_11,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
129,Promo Product Maintenance,GW8_CUSTOMER_CARE_12,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
130,Promo Product Maintenance,GW8_CUSTOMER_CARE_13,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
131,Promo Product Maintenance,GW8_CUSTOMER_CARE_14,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
132,Promo Product Maintenance,GW8_CUSTOMER_CARE_15,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
133,Promo Product Maintenance,GW8_DEDICATED_CC,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
134,Promo Product Maintenance,GW8_CUSTOMER_CARE_17,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
135,Promo Product Maintenance,GW8_CUSTOMER_CARE_2,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
136,Promo Product Maintenance,GW8_CUSTOMER_CARE_3,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
137,Promo Product Maintenance,GW8_CUSTOMER_CARE_4,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
138,Promo Product Maintenance,GW8_CUSTOMER_CARE_5,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
139,Promo Product Maintenance,GW8_CUSTOMER_CARE_6,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
140,Promo Product Maintenance,GW8_CUSTOMER_CARE_7,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
141,Promo Product Maintenance,GW8_CUSTOMER_CARE_8,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
142,Promo Product Maintenance,GW8_CUSTOMER_CARE_9,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
144,Promo Product Maintenance,GW8_CC_L2TECH,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
145,Promo Product Maintenance,GW8_CC_BO,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
146,Promo Product Maintenance,GW8_CC_WBO,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
147,Promo Product Maintenance,GW8_CC_ESCALATION,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
148,Promo Product Maintenance,GW8_CC_HD_QQ,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
149,Promo Product Maintenance,GW8_CC_QQTL,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
150,Promo Product Maintenance,GW8_CC_SUPERUSER,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
75,Promo Product Maintenance,GW8_CC_MULTI_TENANT,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
70,Promo Product Maintenance,GW8_CC_MULTI_TENANT,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
70,Promo Product Maintenance,GW8_CC_MULTI_TENANT,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
70,Promo Product Maintenance,GW8_CC_MULTI_TENANT,Supervisor_Above_10_10,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
123,Promo Product Maintenance,GW8_CC_MULTI_TENANT,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
120,Promo Product Maintenance,GW8_CC_MULTI_TENANT,Supervisor_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
120,Promo Product Maintenance,GW8_CC_MULTI_TENANT,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
148,Promo Product Maintenance,GW8_CC_MULTI_TENANT,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
