REFERENCE_CODE,ABBREVIATION,CODE_LABEL,VALID,DESCRIPTION,CHILD_REFERENCE_TYPE,CHILD_ATTRIBUTE_TYPE
1450,$0 MyTab Promotion ($75+ Plans) iPhone 12,0_MYTAB_PROMOTION_75_PLANS_PHONE12,Y,[10/06/2021 ACarretti] RITM1863211 : MRS_2021 CBM 0 MyTab Offers,,
1451,$0 MyTab Promotion ($95+ Plans),0_MYTAB_PROMOTION_95_PLANS,Y,[10/06/2021 ACarretti] RITM1863211 : MRS_2021 CBM 0 MyTab Offers,,
1452,$0 MyTab Promotion ($65+ Plans) FE Series,0_MYTAB_PROMOTION_65_PLANS_FE_SERIES,Y,[10/06/2021 ACarretti] RITM1863328 : MRS_2021 CBM 0 MyTab Offers,,
1453,$0 MyTab Promotion ($80+ Plans) S21 Series,0_MYTAB_PROMOTION_80_PLANS_S21_SERIES,Y,[10/06/2021 ACarretti] RITM1863328 : MRS_2021 CBM 0 MyTab Offers,,
1454,(BOGO) - Save $360 on 2nd eligible phone with select plans,BOGO_SAVE_360_ON_2ND_ELIG_PHONE,Y,[16/06/2021 Acarretti]: MRS_2021 BOGO Samsung Offers,,
1455,$0 MyTab Promotion ($60+ Plans),0_MYTAB_PROMOTION_60_PLANS,Y,[10/06/2021 ACarretti] RITM1863328 : MRS_2021 CBM 0 MyTab Offers,,
1456,$100 Service Credit ($75+),100_SERVICE_CREDIT_75,Y,[16/06/2021 ACarretti] :RITM1869224 MRS_2021 Promos,,
1457,FR1 50% Off x 24 Months,FR1_50_OFF_X_24_MONTHS,Y,[21/06/2021 ACarretti] RITM1872248: MRS_2021,,
1458,15GB Bonus Freedom data for $60+ Plans,15GB_BONUS_FREEDOM_DATA_FOR_60_PLANS,Y,[21/06/2021 ACarretti]  : RITM1873790 15GB Freedom Data,,
1459,$20 off X 24 months for $80+ plans,20_OFF_X_24_MONTHS_FOR_80_PLANS,Y,[05/07/2021 ACarretti]  : RITM1885261 Freedom promo,,
1460,$15 off X 24 months for $65+ plans,15_OFF_X_24_MONTHS_FOR_65_PLANS,Y,[05/07/2021 ACarretti]  : RITM1885261 Freedom promo,,
1461,$60 AZ Promo,60_AZ_PROMO,Y,[06/07/2021 ACarretti] RITM1876198: MRS_2021,,
1462,$65 AZ Promo,65_AZ_PROMO,Y,[06/07/2021 ACarretti] RITM1876198: MRS_2021,,
1463,$80 AZ Promo,80_AZ_PROMO,Y,[06/07/2021 ACarretti] RITM1876198: MRS_2021,,
1464,$95 AZ Promo,95_AZ_PROMO,Y,[06/07/2021 ACarretti] RITM1876198: MRS_2021,,
1465,Hardware Upgrade HWU Connection Fee Offer,HARDWARE_UPGRADE_HWU_CONN_FEE_OFFER,Y,[09/07/2021 ACarretti] RITM1891080: Hardware Upgrade Connection Fee Promo,,
1466,Discount: $35 Connection Fee Waiver Postpaid,DISCOUNT_35_CONNECTION_FEE_WAIVER_POST,Y,[09/07/2021 Acarretti]: MRS 2021 Connection Fee Promos,,
1467,CF3 Connection Fee Promo,CF3_CONNECTION_FEE_PROMO,Y,[09/07/2021 ACarretti]: MRS 2021 Connection Fee Promo,,
1468,Connection Fee Online Offer - Postpaid,CONNECTION_FEE_ONLINE_OFFER_POSTPAID,Y,[09/07/2021 ACarretti]: MRS 2021 Connection Fee Promo,,
1469,$55 AZ Promo,55_AZ_PROMO,Y,[13/07/2021 ACarretti] RITM1896156 : MRS_2021,,
1472,HUP Connection Fee Offer,HUP_CONNECTION_FEE_OFFER,Y,[03/08/2021 ACARRETTI] : Hardware Upgrade Connection Fee Offer,,
1473,CF4 Connection Fee Promo,CF4_CONNECTION_FEE_PROMO,Y,[03/08/2021 MMizanur]: MRS 2021 Connection Fee Promo,,
1474,Connection Fee Online Offer - Upgrades,CONNECTION_FEE_ONLINE_OFFER_UPGRADES,Y,[06/08/2021 ACARRETTI]: Connection Fee Online Offers 2021,,
1475,$10 prepaid migration credit,10_PREPAID_MIGRATION_CREDIT,Y,[09/08/2021 Acarretti] RITM1920600 : MRS_2021,,
1476,15H $15 Off x 24 Months,15H_15_OFF_X_24_MONTHS,Y,[12/08/2021 Acarretti] RITM1926644 : MRS_2021,,
1477,Discount: $35 Connection Fee Waiver Upgrades,DISCOUNT_35_CONNECTION_FEE_WAIVER_UPG,Y,[09/07/2021 MMIZANUR]: MRS 2021 HWU Connection Fee Promos CF35HWU,,
1478,$100 Service Credit ($10x10 mos.) w/AAL on $40+MRC,100_SERVICE_CREDIT_10X10_MOS_W_AAL_ON_40,Y,[31/08/2021 ACarretti]: RITM1945762- MRS_2021,,
1479,3GB Bonus Freedom data for $30+ Plans,3GB_BONUS_FREEDOM_DATA_FOR_30_PLANS,Y,[31/08/2021 Acarretti]: RITM1945834 MRS_2021,,
1480,2GB Bonus Freedom Data,2GB_BONUS_FREEDOM_DATA,Y,[02/09/2021 Acarretti] MRS_2021 2GB Bonus Freedom Data,,
1483,05H $5 Off x 24 Months,05H_5_OFF_X_24_MONTHS,Y,[13/09/2021 Acarretti] RITM2331689: MRS_2021,,
1484,Bring Your Own Phone $5 x 24mo. $120 Postpaid,BRING_YOUR_OWN_PHONE_5_X_24MO_120_POS,Y,[13/09/2021 Acarretti] RITM1962090: MRS_2021,,
1485,Bring Your Own Phone $5 x 24mo. $120 Prepaid,BRING_YOUR_OWN_PHONE_5_X_24MO_120_PRE,Y,[13/09/2021 Acarretti] RITM1962103: MRS_2021,,
1487,6GB Bonus Freedom Data for Tablet Plans,6GB_BONUS_FREEDOM_DATA_FOR_TABLET_PLANS,Y,[16/09/2021 ACarretti]  : MRS_2021 6GB Freedom Data,,
1488,$20 off for $80+ plans,20_OFF_FOR_80_PLANS,Y,[29/09/2021 ACarretti]  : RITM1981465 Freedom promo,,
1489,BPO $10 off for 15mo,BPO_10_OFF_FOR_15MO,Y,[29/09/2021 ACarretti]  : RITM1985108 Freedom promo,,
1490,Connection Fee Online Promo - Upgrades,CONNECTION_FEE_ONLINE_PROMO_UPGRADES,Y,[04/10/2021 Acarretti] RITM1992103: New Connection Fee Promos,,
1491,Discount: $45 Connection Fee Waiver Upgrades,DISCOUNT_45_CONNECTION_FEE_WAIVER_UPG,Y,[04/10/2021 Acarretti] RITM1992103: New Connection Fee Promos,,
1492,Freedom Home Internet Connection Fee Offer,FHI_CONNECTION_FEE_OFFER,Y,[04/10/2021 Acarretti] RITM1992103: New Connection Fee Promos,,
1493,Connection Fee Online Promo - Postpaid,CONNECTION_FEE_ONLINE_PROMO_POSTPAID,Y,[04/10/2021 Acarretti] RITM1992103: New Connection Fee Promos,,
1494,HUP Connection Fee Disc,HUP_CONNECTION_FEE_DISC,Y,[06/10/2021 MMizanur] RITM1992103: New Connection Fee Promos,,
1495,Hardware Upgrade HWU Connection Fee Discount,HARDWARE_UPGRADE_HWU_CONNECTION_FEE_DISC,Y,[07/10/2021 MMizanur] RITM1992103: New Connection Fee Promos,,
1496,Discount: $45 Connection Fee Waiver Postpaid,DISCOUNT_45_CONNECTION_FEE_WAIVER_POST,Y,[06/10/2021 MMizanur] RITM1992103: New Connection Fee Promos,,
1497,CF5 Connection Fee Promo,CF5_CONNECTION_FEE_PROMO,Y,[06/10/2021 MMizanur] RITM1992103: New Connection Fee Promos,,
1498,Freedom 1TB LTE Backup Promo,FREEDOM_1TB_LTE_BACKUP_PROMO,Y,[20/10/2021 ACarretti]  : RITM2003381 MRS_2021,,
1499,5C2 $5 Off x 12 Months,5C2_5_OFF_X_12_MONTHS,Y,[25/10/2021 ACarretti] RITM2015589: MRS_2021,,
1500,Samsung Phone + Tablet with MyTab $90 Service Credit Offer,SAMSUNG_PHONE_TABLET_WITH_MYTAB_90_SER,Y,[03/11/2021 ACarretti] : RITM2027393 MRS_2021 Samsung Tablet Offer,,
1501,Samsung Phone + Tablet with MyTab $90 Service Credit - HWU,SAMSUNG_PHONE_TABLET_WITH_MYTAB_90_HWU,Y,[03/11/2021 ACarretti] RITM2027393: MRS_2021 Samsung Tablet Offer,,
1502,$10 off for 24 months for $55+ plans (Bring Your Own Device),10_OFF_FOR_24_MONTHS_FOR_55_PLANS_BYOP,Y,[08/11/2021 Acarretti] RITM2031768: MRS_2021,,
1503,$15 off for 24 months for $55+ plans (Bring Your Own Device),15_OFF_FOR_24_MONTHS_FOR_55_PLANS_BYOP,Y,[08/11/2021 Acarretti] RITM2031768: MRS_2021,,
1504,SMS Email Add-A-Line Campaign $10 Off,SMS_EMAIL_ADD_A_LINE_CAMPAIGN_10_OFF,Y,[15/11/2021 Acarretti] RITM2037649: MRS_2021,,
1505,Bring Your Own Phone $150 Postpaid,BRING_YOUR_OWN_PHONE_150_POSTPAID,Y,[17/11/2021 ACarretti] RITM2041128: MRS_2021 $150 Promos,,
1506,$150 Service Credit Offer - with MyTab,150_SERVICE_CREDIT_OFFER_WITH_MYTAB,Y,[17/11/2021 ACarretti] RITM2041128: MRS_2021 $150 Promos,,
1507,$150 Service Credit Offer - HWU,150_SERVICE_CREDIT_HWU,Y,[17/11/2021 ACarretti] RITM2041128: MRS_2021 $150 Promos,,
1509,BYOP $15 off for 24mo,BYOP_15_OFF_FOR_24MO,Y,[19/11/2021 ACarretti] RITM2043478: MRS_2021,,
1510,BPO $10 off for 24mo,BPO_10_OFF_FOR_24MO,Y,[19/11/2021 ACarretti]  : RITM2045610 Freedom promo,,
1511,Discount: $45 Connection Fee Waiver Postpaid BYOP,DISCOUNT_45_CF_WAIVER_POST_BYOP,Y,[01/12/2021 ACarretti]: MRS 2021 RITM2060825 Connection Fee Promos,,
1512,$240 Service Credit ($40+),240_SERVICE_CREDIT_40,Y,[02/12/2021 ACarretti] RITM2062599: MRS_2021 Promos,,
1513,$240 Service Credit ($50+),240_SERVICE_CREDIT_50,Y,[02/12/2021 ACarretti] RITM2062599: MRS_2021 Promos,,
1514,$240 Service Credit ($60+),240_SERVICE_CREDIT_60,Y,[02/12/2021 ACarretti] RITM2062599: MRS_2021 Promos,,
1515,10C $10 off x 12mo credit,10C_10_OFF_X_12MO_CREDIT,Y,[06/12/2021 ACarretti] RITM2065772: MRS_2021,,
1516,Bonus 5GB Freedom Network Data Promo (TradeUp required),BONUS_5GB_FREEDOM_NET_DATA_PROMO_TRADE,Y,[06/12/2021 MMizanur] RITM2065964: MRS_2021 5GB Freedom Nationwide Data_Tradeup,,
1517,Bonus 5GB Freedom Network Data Promo (TradeUp required) HWU,BONUS_5GB_FREEDOM_NET_DATA_PROMO_TR_HWU,Y,[06/12/2021 ACarretti] RITM2065964: MRS_2021 5GB Freedom Nationwide Data Tradeup,,
1524,SMS Add-A-Line Campaign $10 Off,SMS_ADD_A_LINE_CAMPAIGN__10_OFF,Y,[14/12/2021 Acarretti] RITM2071768: MRS_2021,,
1525,$240 Service Credit Offer - select phones MyTab ($10 x 24mo),240_SERVICE_CRED_OFFER_SELECT_PHO_MY_TAB,Y,[20/12/2021 ACarretti]: RITM2081131 - MRS_2021,,
1526,$240 Service Credit Offer - select phones HWU ($10 x 24mo),240_SERVICE_CRED_OFFER_SELECT_PHO_HWU,Y,[20/12/2021 ACarretti]: RITM2081131 - MRS_2021,,
1527,1GB Freedom Nationwide Data x 24 Months,1GB_FREEDOM_NATIONWIDE_DATA_X_24_MONTHS,Y,[07/01/2022 ACarretti] RITM2098753: MRS_2021 1GB Freedom Nationwide Data,,
1528,Promo 2GB Bonus,PROMO_2GB_BONUS,Y,[11/01/2022 Acarretti]: RITM2103716 2GB Freedom Data,,
1529,$5 credit X 8 Mo to 888 ILD Minutes,5_CREDIT_X_8_MO_TO_888_ILD_MINUTES,Y,[17/01/2022 ACarretti] RITM2110049 : MRS_2022,,
1530,$100 Service Credit ($40-49),100_SERVICE_CREDIT_40_49,Y,[28/01/2022 ACarretti] RITM2124474: MRS_2022 Promos,,
1531,$150 Service Credit ($50-59),150_SERVICE_CREDIT_50_59,Y,[28/01/2022 ACarretti] RITM2124474: MRS_2022 Promos,,
1532,$200 Service Credit ($60+),200_SERVICE_CREDIT_60,Y,[28/01/2022 ACarretti] RITM2124474: MRS_2022 Promos,,
1533,$90 AZ Promo,90_AZ_PROMO,Y,[28/01/2022 ACarretti] RITM2125708: MRS_2022,,
1534,10F $10 Off Select Plans,10F_10_OFF_SELECT_PLANS,Y,[04/02/2022 ACarretti] RITM2133762: MRS_2022,,
1535,15D $15 Off x 24 Months,15D_15_OFF_X_24_MONTHS,Y,[04/02/2022 ACarretti] RITM2133762: MRS_2022,,
1536,CF6 Connection Fee Promo,CF6_CONNECTION_FEE_PROMO,Y,[07/02/2022 ACarretti]: RITM2137314 MRS 2022,,
1537,Samsung Double Storage Offer $72,SAMSUNG_DOUBLE_STORAGE_OFFER_72,Y,[09/02/2022 ACarretti]: RITM2140612- MRS_2022,,
1538,Samsung Double Storage Offer $72 - HWU,SAMSUNG_DOUBLE_STORAGE_OFFER_72_HWU,Y,[09/02/2022 ACarretti]: RITM2140612- MRS_2022,,
1539,Samsung Double Storage Offer $168,SAMSUNG_DOUBLE_STORAGE_OFFER_168,Y,[09/02/2022 ACarretti]: RITM2140612- MRS_2022,,
1540,Samsung Double Storage Offer $168 - HWU,SAMSUNG_DOUBLE_STORAGE_OFFER_168_HWU,Y,[09/02/2022 ACarretti]: RITM2140612- MRS_2022,,
1541,BP Connection Fee Waiver HWU,BP_CONNECTION_FEE_WAIVER_HWU,Y,[16/03/2022 ACarretti]: RITM2179579 - MRS_2022,,
1542,BP HWU $10 off for 15 mo,BP_HWU_10_OFF_FOR_15_MO,Y,[16/03/2022 ACarretti]: RITM2179729 - MRS_2022,,
1543,$5 off for select digital discount ineligible plans,5_OFF_FOR_SEL_DIGITAL_DISC_INELIG_PLAN,Y,[21/03/2022 ACarretti]  : RITM2183557 MRS_2022 Replace DD for ineligible plans,,
1544,25GB Big Binge Bonus,25GB_BIG_BINGE_BONUS,Y,[22/03/2022 ACarretti]  : RITM2186920  MRS_2022 ,,
1545,10GB Big Binge Bonus,10GB_BIG_BINGE_BONUS,Y,[22/03/2022 ACarretti]  : RITM2186926  MRS_2022 ,,
1546,$5 off 24 months on AAL $35+,5_OFF_24_MONTHS_ON_AAL_35,Y,[24/03/2022 ACarretti]: RITM2188485 - MRS_2022,,
1547,Bonus 500MB Freedom Network Data,BONUS_500MB_FREEDOM_NETWORK_DATA,Y,[07/04/2022 ACarretti] RITM2205959: MRS_2022,,
1548,$5 Off x 20 Months - with MyTab,5_OFF_X_20_MONTHS_WITH_MYTAB,Y,[11/04/2022 ACarretti] : RITM2208670 MRS_2022,,
1549,$5 Off x 20 Months - HWU,5_OFF_X_20_MONTHS_HWU,Y,[11/04/2022 ACarretti] : RITM2208670 MRS_2022,,
1552,$20 Off Select Plans,20_OFF_SELECT_PLANS,Y,[26/04/2022 ACarretti] RITM2222538: MRS_2022,,
1553,Unlimited Freedom Talk on Select Rate Plans,UNLIMITED_FREEDOM_TALK_ON_SELECT_RP,Y,[02/05/2022 ACarretti] RITM2230451 : MRS_2022,,
1554,Unlimited Freedom Text on Select Rate Plans,UNLIMITED_FREEDOM_TEXT_ON_SELECT_RP,Y,[02/05/2022 ACarretti] RITM2230451 : MRS_2022,,
1555,Unlimited Nationwide Talk on Select Rate Plans,UNLIMITED_NATIONWIDE_TALK_ON_SELECT_RP,Y,[02/05/2022 ACarretti] RITM2230451 : MRS_2022,,
1556,Unlimited Nationwide Text on Select Rate Plans,UNLIMITED_NATIONWIDE_TEXT_ON_SELECT_RP,Y,[02/05/2022 ACarretti] RITM2230451 : MRS_2022,,
1557,CF7 Connection Fee Promo,CF7_CONNECTION_FEE_PROMO,Y,[04/05/2022 ACarretti]: RITM2233128 MRS 2022,,
1558,BP Connection Fee HWU $25 off,BP_CONNECTION_FEE_HWU_25_OFF,Y,[05/05/2022 ACarretti]: RITM2234401 - MRS_2022,,
1559,Donation $65 Off x 12 Mo,DONATION_65_OFF_X_12_MO,Y,[30/05/2022 Acarretti] RITM2260006 : MRS_2022,,
1560,Discount: $45 Connection Fee Waiver Postpaid on Select Plans,DISCOUNT_45_CF_WAIVER_POST_SELECT_PLANS,Y,[01/06/2022 ACarretti]: MRS 2022 Connection Fee Promos,,
1562,AAL 1GB Freedom Data for 24 months,AAL_BONUS_1GB_FREEDOM_DATA,Y,[09/06/2022 ACarretti] RITM2275612: MRS_2022 1GB Freedom Data,,
1563,Discount: $35 Off Connection Fee - Postpaid,DISCOUNT_35_OFF_CONNECTION_FEE_POST,Y,[10/06/2022 Acarretti]: MRS 2022 Connection Fee Promos,,
1564,$6 Per Month Rate Plan Discount,6_PER_MONTH_RATE_PLAN_DISCOUNT,Y,[10/06/2022 ACarretti] RITM2277572: MRS_2022,,
1565,25GB Big Binge Bonus BYOP,25GB_BIG_BINGE_BONUS_DATA_BYOP,Y,[15/06/2022 ACarretti] RITM0065294: MRS_2022 25GB Big Binge Bonus Data BYOP,,
1566,10GB Big Binge Bonus BYOP,10GB_BIG_BINGE_BONUS_BYOP,Y,[17/07/2022 ACarretti] RITM2285809: MRS_2022 10GB Big Binge Bonus BYOP,,
1567,U.S. Long Distance $5 off for 1 Month,U_S_LONG_DISTANCE_5_OFF_FOR_1_MONTH,Y,[17/06/2022 ACarretti] RITM2286049: MRS_2022,,
1568,10GB Big Binge Bonus Offer,10GB_BIG_BINGE_BONUS_OFFER,Y,[29/06/2022 ACarretti] RITM2299158: MRS_2022 10GB Big Binge Bonus Offer,,
1569,25GB Big Binge Bonus Offer,25GB_BIG_BINGE_BONUS_OFFER,Y,[29/06/2022 ACarretti] RITM2299158: MRS_2022 25GB Big Binge Bonus Offer,,
1570,50GB Big Binge Bonus Offer,50GB_BIG_BINGE_BONUS_OFFER,Y,[29/06/2022 ACarretti] RITM2299158: MRS_2022 50GB Big Binge Bonus Offer,,
1571,1000 Minutes to Select Countries,1000_MINUTES_TO_SELECT_COUNTRIES,Y,[29/06/2022 ACarretti] RITM2299158: MRS_2022,,
1573,$10 off for $70+ plans (Bring Your Own Device),10_OFF_FOR_70_PLANS_BYOP,Y,[08/07/2022 MMizanur] REQ2194931: MRS_2022,,
1574,$5 off X 24 months for $70+ plans,5_OFF_X_24_MONTHS_FOR_70_PLANS,Y,[08/07/2022 Acarretti] RITM2309028: MRS_2022,,
1575,$10 off X 24 months for $50+ plans,10_OFF_X_24_MONTHS_FOR_50_PLANS,Y,[08/07/2022 Acarretti] RITM2309028: MRS_2022,,
1576,15J $15 Off x 24mo BYOP,15J_15_OFF_X_24MO_BYOP,Y,[11/07/2022 ACarretti]: RITM2311388: MRS_2022 BYOP $360,,
1583,CF8 Connection Fee Promo,CF8_CONNECTION_FEE_PROMO,Y,[22/07/2022 ACarretti]: RITM2324891 MRS 2022,,
1584,$9 Credit X 12 Months for PPP - FM,9_CREDIT_X_12_MONTHS_FOR_PPP_FM,Y,[26/07/2022 Acarretti]  RITM2328415 : MRS_2022 PPP Promo,,
1585,Samsung Double Storage Offer $96,SAMSUNG_DOUBLE_STORAGE_OFFER_96,Y,[27/07/2022 ACarretti]: RITM2329886- MRS_2022,,
1586,Samsung Double Storage Offer $96 - HWU,SAMSUNG_DOUBLE_STORAGE_OFFER_96_HWU,Y,[27/07/2022 ACarretti]: RITM2329886- MRS_2022,,
1587,Multi-Line $45 Connection Fee Credit,MULTI_LINE_45_CONNECTION_FEE_CREDIT,Y,[27/07/2022 ACARRETTI] RITM2330826 MRS_2022,,
1588,Samsung Galaxy Double Storage Offer $168,SAMSUNG_GALAXY_DOUBLE_ST_OFFER_168,Y,[27/07/2022 ACarretti]: RITM2329886- MRS_2022,,
1589,Samsung Galaxy Double Storage Offer $168 - HWU,SAMSUNG_GALAXY_DOUBLE_ST_OFFER_168_HWU,Y,[27/07/2022 ACarretti]: RITM2329886- MRS_2022,,
1590,Emergency 1 GB FS Nationwide data (14 Days),EMERGENCY_1_GB_FS_NW_DATA_14_DAYS,Y,[28/07/2022 ACarretti] RITM: MRS_2022,,
1591,Emergency 1 GB Nationwide data (14 Days),EMERGENCY_1_GB_NW_DATA_14_DAYS,Y,[28/07/2022 ACarretti] RITM: MRS_2022,,
1592,Emergency 1 GB FS Nationwide data (7 Days),EMERGENCY_1_GB_FS_NW_DATA_7_DAYS,Y,[28/07/2022 ACarretti] RITM: MRS_2022,,
1593,Emergency 1 GB Nationwide data (7 Days),EMERGENCY_1_GB_NW_DATA_7_DAYS,Y,[28/07/2022 ACarretti] RITM: MRS_2022,,
1594,Emergency 500 MB FS Nationwide data (7 Days),EMERGENCY_500_MB_FS_NW_DATA_7_DAYS,Y,[28/07/2022 ACarretti] RITM: MRS_2022,,
1595,Emergency 500 MB Nationwide data (7 Days),EMERGENCY_500_MB_NATIONWIDE_DATA_7_DAYS,Y,[28/07/2022 ACarretti] RITM: MRS_2022,,
1596,Winback $10 off $50+ plan,WINBACK_10_OFF_50_PLAN,Y,[03/08/2022 ACarretti] RITM2338057: MRS_2022,,
1597,$50 Service Credit ($45 Preferred),50_SERVICE_CREDIT_45_PREFERRED,Y,[05/08/2022 MMizanur] RITM2339421: MRS_2022 Promos,,
1598,$100 Service Credit ($45 Preferred),100_SERVICE_CREDIT_45_PREFERRED,Y,[05/08/2022 MMizanur] RITM2339421: MRS_2022 Promos,,
1599,$50 Service Credit ($55 Prime),50_SERVICE_CREDIT_55_PRIME,Y,[04/08/2022 ACarretti] RITM2339421: MRS_2022 Promos,,
1600,$100 Service Credit ($55 Prime),100_SERVICE_CREDIT_55_PRIME,Y,[04/08/2022 ACarretti] RITM2339421: MRS_2022 Promos,,
1601,$150 Service Credit ($55 Prime),150_SERVICE_CREDIT_55_PRIME,Y,[04/08/2022 ACarretti] RITM2339421: MRS_2022 Promos,,
1602,Multi-Line $10 Off x 24 Months - 2+ New Lines Required,MULTI_LINE_10_OFF_X_24_MO_2_NEW,Y,[17/08/2022 ACARRETTI] MRS_2022 BTS 2022,,
1603,$120 Credit Offer - with MyTab,120_CREDIT_OFFER_WITH_MYTAB,Y,[17/08/2022 ACarretti]: RITM- MRS_2022,,
1604,$120 Service Credit Offer - with HWU on select phones,120_SERV_CRED_OFFER_W_HWU,Y,[1708/2022 PGautam] : RITM2355227 MRS_2022,,
1605,$120 Service Credit Offer - with MyTab on select phones,120_SERV_CRED_OFFER_W_MYTAB,Y,[17/08/2022 PGautam] : RITM2355227 MRS_2022,,
1606,$240 Additional Line Offer,240_ADDITIONAL_LINE_OFFER,Y,[19/08/2022 Acarretti] RITM2357572 MRS_2022 AAL Offer ,,
1607,$100 Service Credit ($65 Special),100_SERVICE_CREDIT_65_SPECIAL,Y,[22/08/2022 ACarretti] RITM2360100: MRS_2022 Promos,,
1608,$150 Service Credit ($65 Special),150_SERVICE_CREDIT_65_SPECIAL,Y,[22/08/2022 ACarretti] RITM2360100: MRS_2022 Promos,,
1609,$200 Service Credit ($65 Special),200_SERVICE_CREDIT_65_SPECIAL,Y,[22/08/2022 ACarretti] RITM2360100: MRS_2022 Promos,,
1610,$5 off X 24 months for $50+ plans,5_OFF_X_24_MONTHS_FOR_50_PLANS,Y,[24/08/2022 MMizanur] REQ2245391: MRS_2022,,
1611,W30 Winback $5 off $40+,W30_WINBACK_5_OFF_40,Y,[31/08/2022 ACarretti] RITM2370538: MRS_2022,,
1612,W45 Winback $20 off $70+,W45_WINBACK_20_OFF_70,Y,[31/08/2022 ACarretti] RITM2370538: MRS_2022,,
1613,Emergency Unlimited Nationwide Talk (14 Days),EMERGENCY_UNL_NATIONWIDE_TALK_14_DAYS,Y,[01/09/2022 ACarretti] RITM2371292: MRS_2022,,
1614,Emergency Unlimited Nationwide Talk (7 Days),EMERGENCY_UNL_NATIONWIDE_TALK_7_DAYS,Y,[01/09/2022 ACarretti] RITM2371292: MRS_2022,,
1615,Emergency Unlimited Nationwide Text (7 Days),EMERGENCY_UNL_NATIONWIDE_TEXT_7_DAYS,Y,[01/09/2022 ACarretti] RITM2371292: MRS_2022,,
1616,Emergency Unlimited Nationwide Text (14 Days),EMERGENCY_UNL_NATIONWIDE_TEXT_14_DAYS,Y,[01/09/2022 ACarretti] RITM2371292: MRS_2022,,
1617,Prepaid One Month Credit,PREPAID_ONE_MONTH_CREDIT,Y,[07/09/2022 Acarretti] RITM2378767 : MRS_2022,,
1618,$50 Service Credit ($45),50_SERVICE_CREDIT_45,Y,[10/06/2022 Vnair] RITM2408945 : MRS_2022,,
1619,$100 Service Credit ($55),100_SERVICE_CREDIT_55,Y,[10/06/2022 Vnair] RITM2408945 : MRS_2022,,
1620,$150 Service Credit ($65),150_SERVICE_CREDIT_65,Y,[10/06/2022 Vnair] RITM2408945 : MRS_2022,,
1621,$150 Service Credit ($66+),150_SERVICE_CREDIT_66,Y,[10/06/2022 Vnair] RITM2408945 : MRS_2022,,
1622,$100 Service Credit ($45),100_SERVICE_CREDIT_45,Y,[10/06/2022 Vnair] RITM2408945 : MRS_2022,,
1623,$150 Service Credit ($55),150_SERVICE_CREDIT_55,Y,[10/06/2022 Vnair] RITM2408945 : MRS_2022,,
1624,$200 Service Credit ($65+),200_SERVICE_CREDIT_65,Y,[10/06/2022 Vnair] RITM2408945 : MRS_2022,,
1625,$200 Service Credit ($66),200_SERVICE_CREDIT_66,Y,[10/06/2022 Vnair] RITM2408945 : MRS_2022,,
1626,$100 Service Credit ($65),100_SERVICE_CREDIT_65,Y,[10/16/2022 Vnair] RITM2419357 : MRS_2022,,
1627,C10 $10 off for $40+ BYOD,C10_10_OFF_FOR_40_BYOD,Y,[10/24/2022 Vnair]RITM2370538 : MRS_2022,,
1628,C15 $15 off for $45+ BYOD,C15_15_OFF_FOR_45_BYOD,Y,[10/24/2022 Vnair]RITM2370538 : MRS_2022,,
1629,10F $10 Off x 15 Months,10F__10_OFF_X_15_MONTHS,Y,[10/24/2022 Vnair]: RITM2430484 MRS_2022,,
1630,25F $25 Off x 15 Months,25F__25_OFF_X_15_MONTHS,Y,[10/24/2022 Vnair]: RITM2430484 MRS_2022,,
1631,30F $30 Off x 15 Months,30F__30_OFF_X_15_MONTHS,Y,[10/24/2022 Vnair]: RITM2430484 MRS_2022,,
1632,$10 off X 24 months for $60+ plans,10_OFF_X_24_MONTHS_FOR_60_PLANS,Y,[10/26/2022 Vnair]: RITM# MRS_2022,,
1633,15C $15 Off x 12 Months,15C_15_OFF_X_12_MONTHS,Y,[11/04/2022 Vnair]: RITM2443083 MRS_2022,,
1634,$50 Service Credit ($55),50_SERVICE_CREDIT_55,Y,[11/07/2022 Vnair]: RITM2443123 Promo MRS_2022,,
1635,$10 off for $60+ plans (Bring Your Own Device),10_OFF_60_PLANS_BRING_YOUR_OWN_DEVICE,Y,[11/08/2022 Vnair]: RITM2448016 Promo MRS_2022,,
1636,$25 off on Select Rate Plans,25_OFF_ON_SELECT_RATE_PLANS,Y,[11/08/2022 Vnair]: RITM2451883 Promo MRS_2022,,
1637,$30 off on Select Rate Plans,30_OFF_ON_SELECT_RATE_PLANS,Y,[11/08/2022 Vnair]: RITM2451883 Promo MRS_2022,,
1638,$360 Service Credit Offer - with MyTab,360_SERVICE_CREDIT_OFFER_WITH_MYTAB,Y,[11/14/2022 Vnair]: RITM2454115 Promo MRS_2022,,
1639,$360 Service Credit - HWU,360_SERVICE_CREDIT_HWU,Y,[11/14/2022 Vnair]: RITM2454115 Promo MRS_2022,,
1640,15G $15 Off x 15 Months,15G_15_OFF_X_15_MONTHS,Y,[11/14/2022 Vnair]: RITM2462070 Promo MRS_2022,,
1641,Add A Tablet with MyTab $240 Offer,ADD_A_TABLET_WITH_MYTAB_240_OFFER,Y,[11/23/2022 Vnair]: RITM2465083 Promo MRS_2022,,
1642,Bring Your Own Phone $225 Postpaid,BRING_YOUR_OWN_PHONE_225_POSTPAID,Y,[11/23/2022 Vnair]: RITM# Promo MRS_2022,,
